Age,Gender,Marital_Status,Education,Employment_Status,Years_Employed,Annual_Income,Credit_Score,Loan_Amount,Existing_Debt,Housing_Status,Years_At_Residence,Dependents,Num_Credit_Cards,Previous_Defaults,Debt_To_Income_Ratio,Approval_Status
52,Male,Single,Doctorate,Salaried,10.3,104346.0,727.0,12803.0,11088.0,Owned,1.4,3,1,0,0.229,Approved
59,Female,Married,Graduate,Salaried,11.1,84691.0,746.0,17962.0,3429.0,Living with Family,7.7,1,7,0,0.253,Approved
39,Male,Married,High School,Salaried,5.6,53938.0,677.0,4883.0,,Rented,0.0,2,6,0,0.378,Approved
37,Female,Married,High School,Salaried,7.4,69561.0,671.0,17997.0,0.0,Mortgaged,4.3,1,0,0,0.259,Approved
52,Male,Single,Post Graduate,Unemployed,4.7,66338.0,607.0,7550.0,6594.0,Owned,5.6,1,7,1,0.213,Rejected
27,Male,Married,Graduate,Salaried,12.3,70196.0,639.0,10506.0,9651.0,Rented,1.1,1,0,0,0.287,Approved
31,Male,Married,Graduate,Salaried,12.3,74600.0,580.0,11596.0,15597.0,Living with Family,3.3,2,6,0,0.365,Approved
48,Male,Married,Graduate,Salaried,13.8,74254.0,829.0,11602.0,10692.0,Owned,3.0,3,4,0,0.3,Approved
51,Male,Widowed,Post Graduate,Business Owner,7.3,70484.0,900.0,15919.0,13100.0,Mortgaged,3.8,3,5,0,0.412,Approved
26,Female,Married,Post Graduate,Retired,16.8,72376.0,603.0,14337.0,0.0,Living with Family,6.0,0,5,0,0.198,Approved
43,Female,Single,Post Graduate,Business Owner,5.6,104731.0,641.0,13362.0,6470.0,Mortgaged,5.7,0,6,0,0.189,Approved
37,Female,Single,Graduate,Salaried,16.2,94811.0,598.0,16097.0,10909.0,Owned,2.2,1,5,0,0.285,Approved
43,Female,Married,Doctorate,Salaried,,100424.0,775.0,6830.0,9447.0,Owned,0.0,2,4,0,0.162,Approved
64,Male,Married,Post Graduate,Salaried,0.0,60762.0,584.0,1000.0,348.0,Rented,4.5,1,4,0,0.022,Approved
24,Female,Divorced,Graduate,Retired,16.1,84107.0,758.0,14922.0,2255.0,Rented,2.0,4,7,0,0.204,Approved
65,Female,Single,Doctorate,Salaried,9.3,132706.0,734.0,8812.0,7948.0,Owned,2.4,2,6,0,0.126,Approved
41,Male,Single,Post Graduate,Retired,8.6,84421.0,571.0,19092.0,22973.0,Owned,4.7,4,4,2,0.498,Rejected
55,Female,Married,Post Graduate,Business Owner,4.2,89730.0,817.0,10032.0,25802.0,Rented,2.7,4,4,0,0.399,Approved
40,Male,Married,Post Graduate,Business Owner,1.8,72069.0,644.0,1000.0,277.0,Rented,4.9,0,2,0,0.018,Approved
34,Female,Widowed,Graduate,Business Owner,2.2,73729.0,620.0,13921.0,13404.0,Owned,11.5,4,6,1,0.371,Rejected
55,Female,Divorced,Graduate,Salaried,6.7,62123.0,530.0,24464.0,4845.0,Mortgaged,6.1,0,5,1,0.472,Rejected
51,Female,Married,High School,Salaried,5.2,54096.0,450.0,17816.0,8807.0,Rented,8.0,0,0,0,0.492,Rejected
27,Male,Married,Graduate,Salaried,0.0,88206.0,715.0,2215.0,,Owned,5.5,2,6,1,0.138,Approved
52,Female,Single,Graduate,Salaried,14.5,93946.0,474.0,9371.0,24266.0,Owned,4.2,2,7,3,0.358,Rejected
54,Male,Married,Graduate,Business Owner,3.9,69337.0,799.0,10530.0,0.0,Living with Family,5.6,3,5,0,0.152,Approved
38,Female,Divorced,Doctorate,Salaried,12.2,103561.0,663.0,13345.0,6341.0,Living with Family,5.4,0,7,0,0.19,Approved
62,Male,Married,High School,Unemployed,2.5,27163.0,640.0,9717.0,9868.0,Mortgaged,6.6,0,6,0,0.721,Rejected
49,Female,Widowed,Post Graduate,Unemployed,6.8,49320.0,689.0,1000.0,10638.0,Living with Family,4.2,3,7,0,0.236,Approved
36,Female,Single,Graduate,Salaried,10.9,50627.0,511.0,13762.0,19625.0,Rented,0.1,2,4,2,0.659,Rejected
21,Male,Single,High School,Salaried,10.2,77084.0,550.0,27891.0,10266.0,Living with Family,0.0,1,2,0,0.495,Rejected
51,Male,Married,High School,Salaried,4.7,78504.0,617.0,9119.0,19056.0,Living with Family,5.4,0,3,0,0.359,Approved
30,Female,Divorced,Graduate,Salaried,8.5,61716.0,609.0,3808.0,19639.0,Rented,0.6,1,7,0,0.38,Rejected
55,Male,Single,Graduate,Self-Employed,9.4,57704.0,667.0,27821.0,7327.0,Mortgaged,6.1,1,5,0,0.609,Rejected
44,Male,Married,Graduate,Business Owner,5.3,93110.0,796.0,32288.0,4836.0,Owned,8.0,2,1,0,0.399,Approved
42,Male,Single,Graduate,Business Owner,0.4,60373.0,610.0,11330.0,10605.0,Mortgaged,3.3,4,3,0,0.363,Rejected
28,Male,Married,Graduate,Salaried,2.9,42650.0,641.0,17139.0,15462.0,Mortgaged,7.6,2,0,0,0.764,Rejected
53,Female,Married,High School,Unemployed,4.1,20698.0,691.0,16987.0,9332.0,Rented,4.8,2,7,0,1.272,Rejected
28,Female,Single,Graduate,Self-Employed,6.1,90898.0,624.0,22999.0,291.0,Owned,4.1,4,3,0,0.256,Rejected
39,Male,Married,High School,Retired,14.0,43179.0,705.0,4947.0,16674.0,Rented,4.2,0,0,0,0.501,Approved
58,Male,Married,High School,Business Owner,10.5,57780.0,769.0,14731.0,12160.0,Living with Family,,0,7,0,0.465,Approved
62,Male,Married,High School,Business Owner,1.9,53232.0,630.0,5190.0,27070.0,Owned,1.1,4,6,1,0.606,Rejected
65,Male,Single,Post Graduate,Salaried,15.2,71965.0,690.0,18108.0,3019.0,Rented,0.0,4,7,0,0.294,Approved
64,Female,Single,Graduate,Business Owner,5.6,53324.0,594.0,28617.0,10902.0,Rented,1.8,2,2,0,0.741,Rejected
46,Male,Widowed,Post Graduate,Salaried,9.4,82738.0,684.0,18000.0,12462.0,Rented,10.4,1,3,0,0.368,Approved
30,Female,Married,Post Graduate,Salaried,1.3,54920.0,582.0,7350.0,7211.0,Living with Family,0.0,0,4,0,0.265,Rejected
58,Female,Married,Graduate,Salaried,3.7,61158.0,642.0,23961.0,1419.0,Mortgaged,0.5,0,6,0,0.415,Rejected
57,Male,Married,Graduate,Salaried,11.2,79823.0,684.0,9500.0,11250.0,Owned,1.6,4,6,0,0.26,Approved
65,Female,Married,High School,Salaried,1.6,61222.0,601.0,19261.0,9563.0,Mortgaged,1.7,3,4,1,0.471,Rejected
50,Male,Single,Graduate,Salaried,6.3,68138.0,788.0,8012.0,9222.0,Mortgaged,4.8,4,4,0,0.253,Approved
27,Male,Married,Graduate,Business Owner,,57990.0,617.0,3043.0,9331.0,Owned,2.2,2,0,0,0.213,Approved
43,Male,Married,High School,Self-Employed,0.9,42406.0,685.0,8162.0,539.0,Rented,3.4,3,1,0,0.205,Approved
41,Female,Single,Doctorate,Retired,0.0,84214.0,578.0,1000.0,9526.0,Rented,1.5,4,5,1,0.125,Rejected
58,Female,Single,High School,Business Owner,,80622.0,613.0,5246.0,5728.0,Mortgaged,2.6,1,3,0,0.136,Approved
38,Male,Married,High School,Salaried,20.3,66356.0,640.0,34272.0,17537.0,Mortgaged,3.8,2,1,2,0.781,Rejected
35,Male,Divorced,Doctorate,Business Owner,8.3,92800.0,733.0,1000.0,12800.0,Mortgaged,3.6,1,0,0,0.149,Approved
24,Male,Married,Graduate,Self-Employed,9.3,70866.0,641.0,1000.0,11570.0,Mortgaged,9.9,2,5,0,0.177,Rejected
58,Female,Single,Graduate,Salaried,1.6,60073.0,394.0,30675.0,15971.0,Mortgaged,3.9,1,7,0,0.776,Rejected
54,Female,Widowed,High School,Retired,13.3,33638.0,771.0,6365.0,10253.0,Mortgaged,,1,1,0,0.494,Approved
22,Female,Single,Graduate,Retired,4.1,61215.0,710.0,11370.0,28980.0,Rented,0.0,1,4,1,0.659,Rejected
40,Female,Single,Doctorate,Salaried,11.8,101952.0,799.0,14862.0,12123.0,Living with Family,4.7,4,2,0,0.265,Approved
42,Male,Widowed,Graduate,Business Owner,9.0,60164.0,804.0,1000.0,0.0,Mortgaged,0.0,1,6,0,0.017,Approved
42,Female,Married,Graduate,Salaried,9.2,61918.0,696.0,24394.0,5898.0,Rented,5.7,3,5,0,0.489,Approved
62,Female,Divorced,Graduate,Retired,9.0,56686.0,578.0,13915.0,38551.0,Living with Family,4.4,2,2,1,0.926,Rejected
27,Male,Married,Graduate,Self-Employed,8.8,41488.0,509.0,9286.0,0.0,Owned,6.4,3,3,0,0.224,Rejected
34,Female,Married,Graduate,Salaried,7.4,58575.0,682.0,23496.0,12826.0,Owned,2.1,0,4,0,0.62,Approved
29,Male,Single,High School,Business Owner,10.8,81092.0,655.0,3023.0,27075.0,Owned,4.1,3,6,0,0.371,Approved
31,Female,Single,High School,Self-Employed,2.4,42342.0,580.0,15346.0,0.0,Mortgaged,6.0,3,3,0,0.362,Rejected
61,Female,Divorced,Graduate,Salaried,4.8,54948.0,438.0,5866.0,29706.0,Mortgaged,1.2,0,5,2,0.647,Rejected
63,Female,Divorced,Post Graduate,Business Owner,13.3,117459.0,602.0,3699.0,21693.0,Rented,5.8,1,3,0,0.216,Approved
23,Male,Single,Post Graduate,Business Owner,6.9,98501.0,574.0,33023.0,6885.0,Mortgaged,5.7,4,2,0,0.405,Rejected
49,Male,Single,Post Graduate,Self-Employed,4.4,91477.0,784.0,16134.0,0.0,Owned,3.6,1,4,0,0.176,Approved
31,Female,Single,Graduate,Business Owner,11.2,67945.0,795.0,23528.0,14029.0,Mortgaged,8.7,2,6,0,0.553,Approved
29,Female,Single,Post Graduate,Salaried,10.2,83061.0,628.0,10321.0,8455.0,Owned,5.5,4,7,0,0.226,Approved
34,Male,Divorced,Post Graduate,Salaried,0.0,78806.0,785.0,5739.0,7674.0,Mortgaged,0.0,4,0,0,0.17,Approved
29,Female,Single,High School,Self-Employed,9.6,61723.0,704.0,1000.0,14541.0,Owned,7.0,1,7,0,0.252,Approved
43,Male,Married,Graduate,Salaried,6.7,112174.0,827.0,12147.0,9271.0,Owned,2.0,3,5,0,0.191,Approved
65,Female,Divorced,High School,Salaried,9.6,63154.0,749.0,1000.0,0.0,Owned,6.4,4,2,0,0.016,Approved
47,Female,Married,Doctorate,Retired,6.1,102999.0,697.0,15850.0,12251.0,Rented,4.9,2,3,1,0.273,Approved
53,Male,Married,Post Graduate,Business Owner,8.3,134659.0,662.0,3366.0,16079.0,Owned,0.0,4,5,1,0.144,Approved
43,Male,Single,Post Graduate,Self-Employed,0.0,105890.0,610.0,19211.0,13122.0,Rented,5.8,3,2,0,0.305,Approved
21,Female,Single,Graduate,Self-Employed,1.5,65183.0,556.0,33527.0,19399.0,Rented,3.3,3,2,0,0.812,Rejected
24,Female,Single,Doctorate,Unemployed,9.7,92387.0,713.0,40434.0,0.0,Mortgaged,2.6,3,4,0,0.438,Approved
33,Female,Single,High School,Unemployed,19.1,44486.0,661.0,17885.0,17250.0,Owned,2.7,0,5,0,0.79,Approved
31,Male,Single,High School,Salaried,7.8,59319.0,900.0,14898.0,6108.0,Rented,6.4,0,7,0,0.354,Approved
58,Female,Single,Graduate,Salaried,2.5,82389.0,742.0,8691.0,10658.0,Owned,1.2,4,6,0,0.235,Approved
58,Male,Single,Post Graduate,Salaried,6.7,100935.0,619.0,7966.0,16112.0,Rented,7.3,3,2,0,0.239,Approved
59,Male,Single,Post Graduate,Salaried,1.5,89478.0,612.0,6732.0,7084.0,Rented,0.0,4,1,1,0.154,Rejected
49,Male,Widowed,Graduate,Salaried,12.2,72964.0,607.0,28343.0,10090.0,Mortgaged,4.9,2,7,1,0.527,Rejected
46,Female,Single,Graduate,Self-Employed,6.2,57887.0,666.0,11472.0,13668.0,Owned,6.3,1,7,0,0.434,Approved
50,Female,Married,Graduate,Business Owner,11.3,60448.0,577.0,34443.0,4421.0,Rented,6.2,4,4,0,0.643,Rejected
39,Female,Divorced,High School,Unemployed,5.2,32602.0,752.0,6641.0,11804.0,Rented,4.6,4,5,0,0.566,Approved
51,Female,Single,Post Graduate,Salaried,11.7,93788.0,659.0,13732.0,538.0,Owned,3.4,4,2,0,0.152,Approved
56,Male,Married,Graduate,Salaried,0.0,79948.0,734.0,3585.0,18835.0,Rented,2.4,4,4,0,0.28,Approved
55,Male,Divorced,High School,Salaried,6.1,32225.0,616.0,19791.0,15172.0,Mortgaged,0.3,0,5,0,1.085,Rejected
48,Male,Married,Graduate,Salaried,8.7,74704.0,604.0,13174.0,7030.0,Living with Family,1.9,4,2,1,0.27,Rejected
23,Male,Single,Post Graduate,Salaried,4.7,79585.0,748.0,14699.0,17867.0,Rented,1.1,0,5,0,0.409,Approved
53,Male,Married,Post Graduate,Retired,7.8,71985.0,399.0,12211.0,20514.0,Owned,0.6,3,3,2,0.455,Rejected
37,Female,Married,High School,Salaried,7.7,82344.0,784.0,20010.0,1503.0,Owned,9.4,0,4,0,0.261,Approved
54,Female,Single,High School,Business Owner,11.2,93149.0,827.0,21034.0,14625.0,Mortgaged,0.0,0,0,0,0.383,Approved
45,Female,Single,Doctorate,Salaried,9.1,117472.0,826.0,22480.0,14833.0,Rented,7.4,3,1,0,0.318,Approved
60,Male,Single,Graduate,Self-Employed,8.0,69888.0,632.0,6534.0,0.0,Owned,0.3,1,5,0,0.093,Approved
36,Male,Married,Graduate,Unemployed,10.4,42951.0,697.0,17889.0,0.0,Mortgaged,0.9,4,6,0,0.416,Rejected
62,Male,Single,High School,Retired,0.0,61672.0,635.0,10523.0,5880.0,Rented,0.9,1,4,0,0.266,Rejected
59,Male,Single,Doctorate,Salaried,2.2,123764.0,541.0,26957.0,3213.0,Owned,0.7,3,6,0,0.244,Approved
35,Male,Married,Post Graduate,Unemployed,0.0,79779.0,683.0,17226.0,14195.0,Owned,6.8,3,6,0,0.394,Approved
42,Male,Divorced,High School,Salaried,8.7,69635.0,564.0,17702.0,3783.0,Rented,5.8,4,6,0,0.309,Approved
44,Male,Single,High School,Business Owner,8.1,68009.0,639.0,12509.0,12294.0,Mortgaged,3.3,4,6,2,0.365,Rejected
55,Female,Single,High School,Salaried,12.9,77060.0,769.0,7679.0,23616.0,Rented,12.1,2,6,0,0.406,Approved
52,Male,Married,High School,Self-Employed,7.8,69613.0,811.0,15661.0,19194.0,Owned,3.9,1,6,0,0.501,Approved
59,Male,Married,High School,Business Owner,2.8,55318.0,641.0,26024.0,935.0,Mortgaged,4.2,2,3,1,0.487,Rejected
37,Male,Married,High School,Business Owner,6.7,62568.0,658.0,8075.0,19933.0,Rented,1.9,3,3,0,0.448,Rejected
43,Male,Divorced,High School,Unemployed,0.0,79853.0,658.0,26878.0,21685.0,Mortgaged,1.6,4,3,0,0.608,Rejected
40,Male,Single,Graduate,Salaried,4.0,61392.0,706.0,20124.0,8035.0,Living with Family,2.4,0,4,0,0.459,Approved
61,Male,Single,Graduate,Unemployed,0.0,52335.0,782.0,1000.0,6026.0,Owned,6.6,0,5,0,0.134,Approved
34,Female,Single,Graduate,Salaried,7.6,62581.0,828.0,6759.0,0.0,Mortgaged,5.7,2,4,0,0.108,Approved
47,Male,Single,Post Graduate,Salaried,4.6,80902.0,687.0,35595.0,0.0,Rented,7.9,2,1,0,0.44,Rejected
26,Female,Married,High School,Salaried,5.3,41176.0,703.0,13908.0,12279.0,Owned,1.8,4,3,1,0.636,Rejected
59,Male,Married,Post Graduate,Salaried,1.3,63620.0,629.0,6864.0,5401.0,Living with Family,5.8,1,4,0,0.193,Rejected
38,Male,Single,Post Graduate,Salaried,2.7,92544.0,714.0,7151.0,6424.0,Mortgaged,4.9,0,0,0,0.147,Approved
36,Male,Married,Doctorate,Self-Employed,9.5,104519.0,499.0,13776.0,24032.0,Owned,5.3,0,0,3,0.362,Rejected
47,Male,Single,High School,Salaried,0.0,86127.0,697.0,23263.0,23378.0,Owned,1.4,4,7,0,0.542,Approved
43,Male,Married,High School,Self-Employed,8.5,57118.0,596.0,11961.0,4454.0,Mortgaged,0.9,3,6,0,0.287,Rejected
59,Female,Single,Graduate,Salaried,1.9,69509.0,547.0,8020.0,4468.0,Living with Family,5.6,4,4,0,0.18,Rejected
44,Male,Married,High School,Business Owner,0.0,59228.0,483.0,1000.0,12107.0,Living with Family,6.6,1,0,1,0.221,Rejected
44,Female,Single,High School,Salaried,12.1,46381.0,722.0,6811.0,7080.0,Rented,2.1,0,2,0,0.299,Approved
25,Male,Widowed,High School,Salaried,12.6,74948.0,595.0,8716.0,22732.0,Owned,5.8,2,6,0,0.42,Approved
21,Male,Divorced,Graduate,Self-Employed,3.3,60925.0,664.0,17893.0,7604.0,Mortgaged,7.6,0,5,0,0.418,Rejected
38,Male,Married,Post Graduate,Retired,3.3,43129.0,750.0,18650.0,16459.0,Mortgaged,2.9,0,1,0,0.814,Rejected
65,Male,Divorced,High School,Retired,4.7,64162.0,796.0,27949.0,29883.0,Owned,0.0,4,0,0,0.901,Approved
62,Male,Single,Post Graduate,Salaried,1.9,70369.0,587.0,4287.0,23073.0,Owned,0.1,1,7,0,0.389,Rejected
49,Female,Married,Post Graduate,Retired,2.8,74471.0,459.0,16201.0,7723.0,Mortgaged,2.0,0,5,0,0.321,Rejected
49,Female,Single,High School,Self-Employed,8.3,63060.0,623.0,16445.0,,Mortgaged,2.7,1,5,0,0.347,Rejected
38,Female,Divorced,Graduate,Unemployed,16.4,55543.0,688.0,6000.0,1528.0,Rented,3.9,1,6,0,0.136,Approved
28,Male,Single,High School,Salaried,4.2,38702.0,730.0,23216.0,10010.0,Mortgaged,4.0,4,3,0,0.858,Approved
21,Female,Single,Post Graduate,Salaried,,114121.0,534.0,30338.0,559.0,Owned,3.2,3,0,1,0.271,Rejected
36,Female,Married,Post Graduate,Salaried,7.8,72904.0,536.0,15215.0,27094.0,Owned,6.0,2,0,0,0.58,Rejected
35,Female,Single,Graduate,Business Owner,0.0,27789.0,403.0,10703.0,16815.0,Rented,1.7,2,7,3,0.99,Rejected
29,Female,Married,Graduate,Salaried,5.9,85584.0,648.0,28445.0,9491.0,Rented,7.8,3,4,0,0.443,Approved
32,Female,Single,Graduate,Salaried,5.2,84364.0,883.0,18930.0,11360.0,Owned,6.8,0,5,0,0.359,Approved
22,Female,Married,Post Graduate,Self-Employed,13.3,65463.0,650.0,4064.0,3589.0,Living with Family,6.6,2,3,1,0.117,Rejected
48,Female,Divorced,Post Graduate,Retired,13.5,78049.0,753.0,13255.0,17194.0,Rented,2.0,1,0,0,0.39,Approved
62,Male,Married,Post Graduate,Self-Employed,,101551.0,739.0,11742.0,16976.0,Owned,3.7,0,6,1,0.283,Approved
52,Female,Single,Graduate,Business Owner,12.1,108305.0,655.0,7388.0,7002.0,Owned,6.2,2,6,0,0.133,Approved
41,Male,Single,High School,Salaried,5.3,68795.0,704.0,7807.0,12239.0,Living with Family,3.4,3,6,0,0.291,Approved
39,Female,Single,High School,Unemployed,11.6,50324.0,693.0,8975.0,8533.0,Mortgaged,1.9,3,4,0,0.348,Approved
34,Female,Single,High School,Salaried,6.5,71754.0,750.0,22296.0,9090.0,Owned,1.8,0,5,0,0.437,Approved
27,Male,Married,Graduate,Salaried,11.5,72881.0,683.0,12351.0,3849.0,Mortgaged,1.9,1,2,0,0.222,Approved
47,Male,Single,Post Graduate,Salaried,12.0,70198.0,789.0,15774.0,10169.0,Owned,0.5,1,2,0,0.37,Approved
46,Male,Single,Doctorate,Salaried,9.6,94938.0,794.0,23708.0,12573.0,Rented,12.6,0,0,0,0.382,Approved
21,Male,Single,High School,Self-Employed,2.3,71306.0,649.0,12311.0,2607.0,Rented,0.0,2,1,0,0.209,Approved
39,Male,Divorced,High School,Self-Employed,3.9,72576.0,763.0,4176.0,11505.0,Rented,1.1,2,3,0,0.216,Approved
33,Female,Single,High School,Salaried,9.8,65482.0,620.0,23498.0,1788.0,Rented,5.8,3,3,2,0.386,Rejected
28,Female,Single,Doctorate,Salaried,10.5,94448.0,900.0,11576.0,19143.0,Rented,2.0,3,3,0,0.325,Approved
52,Female,Married,Post Graduate,Salaried,6.8,116345.0,776.0,31035.0,0.0,Mortgaged,2.9,4,3,0,0.267,Approved
44,Male,Single,Graduate,Salaried,4.4,71192.0,730.0,24079.0,0.0,Living with Family,5.2,2,1,0,0.338,Approved
49,Male,Divorced,Graduate,Unemployed,7.0,54773.0,619.0,19763.0,5202.0,Owned,7.1,1,5,0,0.456,Rejected
53,Male,Single,Graduate,Self-Employed,4.6,43422.0,577.0,17037.0,11048.0,Owned,3.2,2,3,0,0.647,Rejected
65,Female,Married,High School,Salaried,4.6,56131.0,717.0,25104.0,6860.0,Living with Family,6.8,3,4,0,0.569,Approved
57,Male,Married,High School,Salaried,15.8,86772.0,541.0,17244.0,15750.0,Living with Family,0.0,1,4,0,0.38,Approved
48,Male,Married,Graduate,Business Owner,3.6,50590.0,816.0,1000.0,7350.0,Mortgaged,2.2,2,3,0,0.165,Approved
60,Male,Married,High School,Business Owner,8.5,66954.0,510.0,14084.0,7676.0,Mortgaged,5.5,4,4,0,0.325,Rejected
42,Female,Married,Graduate,Retired,6.8,65481.0,492.0,20145.0,16237.0,Owned,9.9,3,3,2,0.556,Rejected
65,Male,Married,Graduate,Salaried,0.0,90713.0,765.0,5963.0,,Rented,1.1,3,3,0,0.319,Approved
55,Female,Married,Post Graduate,Self-Employed,0.0,92568.0,672.0,38330.0,6067.0,Owned,0.6,4,4,0,0.48,Approved
50,Female,Married,Graduate,Salaried,5.6,100517.0,711.0,13682.0,29517.0,Mortgaged,5.0,0,5,0,0.43,Approved
61,Female,Married,Graduate,Business Owner,0.0,86973.0,503.0,20055.0,33315.0,Mortgaged,4.2,2,6,2,0.614,Rejected
44,Male,Married,Doctorate,Salaried,15.2,120693.0,684.0,25550.0,0.0,Living with Family,1.8,1,0,0,0.212,Approved
53,Male,Single,Graduate,Self-Employed,4.2,47584.0,677.0,20438.0,20895.0,Living with Family,0.3,1,1,1,0.869,Rejected
33,Male,Single,Graduate,Salaried,3.8,50706.0,595.0,14040.0,,Living with Family,2.5,3,0,0,0.367,Rejected
64,Male,Single,High School,Business Owner,12.1,101141.0,671.0,18607.0,10674.0,Rented,5.6,3,0,0,0.29,Approved
49,Female,Single,Post Graduate,Salaried,5.3,75607.0,695.0,13261.0,0.0,Owned,3.0,2,6,0,0.175,Approved
56,Male,Married,Graduate,Unemployed,9.3,35617.0,646.0,14151.0,8830.0,Owned,7.5,2,1,0,0.645,Rejected
41,Male,Single,High School,Salaried,3.1,14254.0,683.0,4674.0,35844.0,Mortgaged,3.6,2,2,1,2.842,Rejected
60,Male,Married,High School,Business Owner,6.2,84664.0,736.0,12658.0,3319.0,Owned,5.8,4,2,0,0.189,Approved
24,Female,Married,Post Graduate,Salaried,10.8,68578.0,521.0,4174.0,27677.0,Rented,4.8,0,6,3,0.464,Rejected
26,Male,Married,Graduate,Self-Employed,1.7,47765.0,496.0,14957.0,10752.0,Mortgaged,2.8,2,4,0,0.538,Rejected
43,Female,Married,Graduate,Business Owner,8.6,99438.0,801.0,11337.0,5522.0,Living with Family,6.5,0,0,0,0.17,Approved
53,Male,Single,Graduate,Salaried,0.0,25242.0,512.0,19515.0,23507.0,Mortgaged,,4,6,1,1.704,Rejected
57,Female,Single,Graduate,Salaried,12.3,100527.0,855.0,1540.0,6114.0,Mortgaged,2.3,1,7,0,0.076,Approved
40,Female,Married,Graduate,Salaried,3.2,52954.0,594.0,6645.0,,Rented,2.8,0,5,0,0.305,Rejected
50,Male,Married,High School,Salaried,5.6,55396.0,693.0,6718.0,11700.0,Rented,5.1,4,3,0,0.332,Approved
45,Male,Married,Graduate,Self-Employed,5.5,51985.0,727.0,14868.0,19559.0,Owned,5.9,3,7,0,0.662,Rejected
64,Male,Married,Graduate,Salaried,1.1,42051.0,632.0,12795.0,6685.0,Rented,1.6,4,0,0,0.463,Rejected
50,Male,Married,Post Graduate,Salaried,0.7,65970.0,593.0,24869.0,35890.0,Rented,1.1,1,0,2,0.921,Rejected
39,Male,Married,Graduate,Salaried,8.6,57849.0,590.0,15376.0,0.0,Owned,4.2,1,6,1,0.266,Rejected
64,Female,Married,Graduate,Salaried,8.8,50762.0,675.0,15001.0,16996.0,Mortgaged,0.0,3,1,3,0.63,Rejected
25,Female,Married,Doctorate,Salaried,,120205.0,693.0,5504.0,19690.0,Living with Family,7.0,4,0,0,0.21,Approved
65,Male,Single,Post Graduate,Business Owner,8.7,76378.0,685.0,12401.0,5242.0,Owned,3.3,4,0,0,0.231,Approved
27,Female,Single,High School,Salaried,8.8,26953.0,692.0,2990.0,,Mortgaged,0.5,1,3,0,0.525,Approved
33,Male,Single,Post Graduate,Retired,4.1,32530.0,772.0,19443.0,2082.0,Owned,0.4,3,5,0,0.662,Rejected
57,Female,Married,High School,Business Owner,0.0,67842.0,710.0,22477.0,0.0,Mortgaged,4.9,4,3,0,0.331,Approved
54,Male,Married,Post Graduate,Salaried,,53007.0,687.0,1431.0,5647.0,Living with Family,4.9,3,3,0,0.134,Approved
64,Female,Single,High School,Unemployed,7.8,28813.0,541.0,15400.0,15825.0,Mortgaged,1.7,3,1,0,1.084,Rejected
54,Female,Single,Graduate,Self-Employed,5.7,101582.0,799.0,14060.0,4948.0,Rented,3.7,0,2,0,0.187,Approved
49,Male,Married,Doctorate,Self-Employed,3.0,92974.0,707.0,25838.0,9057.0,Rented,0.6,3,7,0,0.375,Approved
36,Male,Single,High School,Salaried,8.3,66304.0,655.0,6003.0,5762.0,Owned,3.2,0,2,0,0.177,Approved
21,Male,Married,Post Graduate,Self-Employed,12.3,76536.0,669.0,8162.0,19224.0,Rented,8.4,2,2,1,0.358,Approved
26,Female,Single,Graduate,Salaried,2.1,66649.0,800.0,17376.0,0.0,Living with Family,10.4,2,7,0,0.261,Approved
34,Male,Single,High School,Self-Employed,4.5,49166.0,734.0,10609.0,8875.0,Living with Family,3.4,0,0,0,0.396,Approved
22,Female,Married,Doctorate,Salaried,19.7,114287.0,872.0,11082.0,6983.0,Rented,5.3,2,0,0,0.158,Approved
43,Female,Single,Graduate,Salaried,7.5,101579.0,774.0,10916.0,2492.0,Owned,5.2,1,7,0,0.132,Approved
55,Female,Single,Post Graduate,Self-Employed,0.0,67313.0,501.0,19703.0,19506.0,Owned,0.0,0,2,0,0.582,Rejected
64,Male,Single,Post Graduate,Salaried,3.6,68058.0,753.0,25225.0,0.0,Owned,0.6,3,1,1,0.371,Approved
43,Male,Single,High School,Salaried,2.2,53620.0,493.0,14258.0,12673.0,Rented,0.0,3,3,0,0.502,Rejected
60,Female,Single,High School,Business Owner,7.9,84393.0,817.0,12564.0,13405.0,Mortgaged,5.3,4,0,0,0.308,Approved
65,Male,Married,Graduate,Salaried,7.5,65659.0,775.0,20980.0,6626.0,Rented,9.8,3,3,0,0.42,Approved
59,Female,Single,Graduate,Salaried,2.8,72318.0,661.0,16860.0,,Rented,7.2,0,0,3,0.749,Rejected
41,Male,Married,High School,Salaried,15.3,75974.0,735.0,16429.0,13220.0,Owned,4.1,0,5,0,0.39,Approved
35,Male,Single,Graduate,Retired,6.4,96507.0,721.0,25203.0,4028.0,Living with Family,3.7,4,6,0,0.303,Approved
65,Female,Divorced,Post Graduate,Self-Employed,3.7,94935.0,806.0,5400.0,14686.0,Owned,2.9,0,4,0,0.212,Approved
31,Male,Married,High School,Self-Employed,0.0,33291.0,544.0,12631.0,5995.0,Owned,7.2,1,1,0,0.559,Rejected
39,Male,Widowed,Post Graduate,Unemployed,1.5,12908.0,654.0,6172.0,6527.0,Rented,,1,6,0,0.984,Rejected
24,Male,Divorced,Graduate,Self-Employed,0.0,63707.0,654.0,10173.0,18783.0,Owned,4.2,0,5,0,0.455,Approved
56,Male,Single,High School,Business Owner,5.0,51807.0,631.0,3526.0,14107.0,Owned,0.7,3,6,0,0.34,Approved
